step,sim_time_s,tl_phase,halt_north,halt_south,halt_east,halt_west,wait_north,wait_south,wait_east,wait_west,speed_north,speed_south,speed_east,speed_west,vehicles_in_network,agent_action,agent_action_label,phase_decision_timer
774,774.0,2,13,24,0,7,84.0,485.0,0.0,128.0,0.003,0.854,9.164,4.631,387,1,EW_green,7.0
775,775.0,2,13,24,0,7,97.0,432.0,0.0,135.0,0.001,0.797,18.841,4.862,386,1,EW_green,8.0
776,776.0,2,13,26,0,7,110.0,381.0,0.0,142.0,0.0,0.748,19.048,6.173,385,1,EW_green,9.0
777,777.0,2,13,27,0,7,123.0,331.0,0.0,149.0,1.989,0.663,19.938,6.173,383,1,EW_green,10.0
778,778.0,2,13,27,0,7,136.0,281.0,0.0,156.0,1.936,0.592,25.174,6.173,383,1,EW_green,11.0
779,779.0,2,13,28,0,7,149.0,232.0,0.0,163.0,1.63,0.519,23.115,6.173,383,1,EW_green,12.0
780,780.0,2,11,30,0,7,145.0,262.0,0.0,170.0,1.659,0.493,23.678,6.173,383,1,EW_green,13.0
781,781.0,2,11,30,0,7,156.0,292.0,0.0,177.0,1.543,0.414,24.197,6.173,382,1,EW_green,14.0
782,782.0,3,11,33,0,7,167.0,325.0,0.0,184.0,1.007,0.277,23.072,6.173,381,1,EW_green,0.0
783,783.0,2,11,36,0,7,178.0,361.0,0.0,191.0,2.502,0.223,22.643,6.173,380,1,EW_green,1.0
784,784.0,2,13,39,0,7,191.0,400.0,0.0,198.0,2.075,0.151,23.236,6.173,380,1,EW_green,2.0
785,785.0,2,13,40,0,7,204.0,440.0,0.0,205.0,1.573,0.181,23.718,6.173,378,1,EW_green,3.0
786,786.0,2,14,41,0,7,218.0,481.0,0.0,212.0,1.264,0.125,23.032,6.173,377,1,EW_green,4.0
787,787.0,2,14,42,0,7,232.0,523.0,0.0,219.0,2.569,0.101,26.571,6.173,376,1,EW_green,5.0
788,788.0,2,14,45,0,7,246.0,568.0,0.0,226.0,2.227,0.059,27.78,6.173,375,1,EW_green,6.0
789,789.0,2,14,48,0,7,260.0,616.0,0.0,233.0,1.681,0.037,27.78,6.173,375,1,EW_green,7.0
790,790.0,2,14,50,0,7,274.0,666.0,0.0,240.0,1.143,0.025,27.78,6.173,374,1,EW_green,8.0
791,791.0,2,14,51,0,7,288.0,717.0,0.0,247.0,0.828,0.012,27.78,6.173,373,1,EW_green,9.0
792,792.0,3,15,52,0,7,303.0,769.0,0.0,254.0,0.559,0.01,27.78,6.173,372,0,NS_green,10.0
793,793.0,3,15,54,0,7,318.0,823.0,0.0,261.0,0.285,0.002,27.78,5.868,371,0,NS_green,10.0
794,794.0,3,15,54,0,7,333.0,877.0,0.0,268.0,0.086,0.001,27.78,6.173,369,0,NS_green,10.0
795,795.0,3,15,54,0,7,348.0,931.0,0.0,275.0,0.023,0.0,27.78,6.173,369,0,NS_green,10.0
796,796.0,4,15,54,0,6,363.0,985.0,0.0,239.0,0.01,0.0,27.78,6.945,368,0,NS_green,10.0
797,797.0,4,16,54,0,5,379.0,1039.0,0.0,203.0,0.001,0.0,26.093,7.194,368,0,NS_green,10.0
798,792.0,2,16,54,0,5,395.0,1093.0,0.0,208.0,0.0,0.0,24.992,7.438,367,0,NS_green,0.0
799,799.0,0,13,51,0,4,306.0,1042.0,0.0,167.0,1.733,0.024,24.128,7.309,367,0,NS_green,1.0
800,800.0,0,10,48,0,3,218.0,989.0,0.0,83.0,1.931,0.049,23.003,7.348,363,0,NS_green,2.0
801,801.0,0,8,47,0,5,131.0,936.0,0.0,45.0,2.092,0.108,21.973,7.062,363,0,NS_green,3.0
802,802.0,0,6,46,0,5,87.0,886.0,0.0,50.0,3.541,0.092,16.981,6.993,363,0,NS_green,4.0
803,803.0,0,4,42,1,6,38.0,829.0,1.0,56.0,4.004,0.175,17.276,5.228,363,0,NS_green,5.0
804,804.0,0,3,39,1,6,22.0,802.0,2.0,62.0,3.887,0.324,16.972,4.657,362,0,NS_green,6.0
805,805.0,0,1,35,1,6,9.0,742.0,3.0,68.0,5.616,0.424,14.41,4.094,585,0,NS_green,7.0
806,806.0,0,0,34,1,6,0.0,715.0,4.0,74.0,6.014,0.525,13.88,3.58,585,0,NS_green,8.0
807,807.0,0,0,30,1,5,0.0,652.0,5.0,34.0,5.985,0.688,13.536,3.725,585,0,NS_green,9.0
808,808.0,1,0,28,1,5,0.0,620.0,6.0,39.0,6.241,1.032,12.89,3.532,585,1,EW_green,10.0
809,809.0,2,0,25,0,6,0.0,558.0,0.0,45.0,6.234,0.933,12.195,4.695,585,1,EW_green,10.0
810,810.0,2,1,24,0,6,1.0,497.0,0.0,51.0,5.426,0.977,21.208,4.672,585,1,EW_green,10.0
811,811.0,2,1,22,0,6,2.0,462.0,0.0,57.0,4.47,0.978,20.979,4.894,585,1,EW_green,10.0
812,812.0,2,2,21,0,7,4.0,398.0,0.0,65.0,6.506,1.034,21.269,6.179,585,1,EW_green,10.0
813,813.0,2,3,20,0,7,7.0,389.0,0.0,72.0,5.609,1.047,21.855,6.173,584,1,EW_green,10.0
814,808.0,0,3,22,0,7,10.0,355.0,0.0,79.0,4.872,1.083,27.78,5.033,582,1,EW_green,0.0
815,815.0,2,4,19,0,7,14.0,290.0,0.0,86.0,3.576,1.027,27.78,4.74,580,1,EW_green,1.0
816,816.0,2,5,19,0,7,19.0,254.0,0.0,93.0,2.6,1.079,27.78,6.174,580,1,EW_green,2.0
817,817.0,2,5,18,0,7,24.0,189.0,0.0,100.0,1.878,0.997,27.78,5.937,577,1,EW_green,3.0
818,818.0,2,6,19,0,7,30.0,153.0,0.0,107.0,4.039,1.04,27.78,6.173,574,1,EW_green,4.0
819,819.0,2,7,20,0,7,37.0,119.0,0.0,114.0,3.546,1.002,27.78,6.173,574,1,EW_green,5.0
820,820.0,2,5,20,0,7,39.0,111.0,0.0,121.0,3.012,1.042,27.78,6.173,572,1,EW_green,6.0
821,821.0,2,5,21,0,7,44.0,131.0,0.0,128.0,2.857,0.953,27.78,6.173,572,1,EW_green,7.0
822,822.0,3,5,22,0,7,49.0,153.0,0.0,135.0,2.516,0.943,27.78,6.173,571,1,EW_green,0.0
823,823.0,2,6,24,0,7,55.0,177.0,0.0,142.0,1.505,0.86,27.78,6.173,570,1,EW_green,1.0
824,824.0,2,7,25,0,7,62.0,202.0,0.0,149.0,0.905,0.802,22.88,6.173,570,1,EW_green,2.0
825,825.0,2,7,28,0,7,69.0,230.0,0.0,156.0,0.55,0.796,18.458,6.173,569,1,EW_green,3.0
826,826.0,2,8,30,0,7,77.0,260.0,0.0,163.0,0.101,0.633,19.368,6.173,568,1,EW_green,4.0
827,827.0,2,9,33,0,7,86.0,293.0,0.0,170.0,0.045,0.474,20.366,6.173,568,1,EW_green,5.0
828,828.0,2,9,35,0,7,95.0,328.0,0.0,177.0,0.027,0.403,24.229,5.893,565,1,EW_green,6.0
829,829.0,2,10,36,0,7,105.0,363.0,0.0,184.0,0.002,0.269,27.78,6.173,564,1,EW_green,7.0
830,830.0,2,10,39,0,7,115.0,402.0,0.0,191.0,2.359,0.221,27.78,6.173,564,1,EW_green,8.0
831,831.0,2,10,40,0,7,125.0,441.0,0.0,198.0,4.506,0.151,27.78,6.173,562,1,EW_green,9.0
832,832.0,2,10,41,0,7,135.0,480.0,0.0,205.0,4.564,0.098,27.78,6.173,560,1,EW_green,10.0
833,833.0,2,10,44,0,7,145.0,524.0,0.0,212.0,4.263,0.071,27.78,5.992,560,1,EW_green,11.0
834,834.0,2,10,47,0,7,155.0,571.0,0.0,219.0,3.551,0.048,27.78,6.037,559,1,EW_green,12.0
835,835.0,2,10,50,0,7,165.0,621.0,0.0,226.0,2.812,0.031,27.78,6.173,559,1,EW_green,13.0
836,836.0,2,10,52,0,7,175.0,673.0,0.0,233.0,3.896,0.015,27.78,6.173,558,1,EW_green,14.0
837,837.0,3,10,53,0,7,185.0,726.0,0.0,240.0,3.182,0.006,27.78,6.173,558,1,EW_green,0.0
838,838.0,2,10,53,0,7,195.0,778.0,0.0,247.0,2.542,0.004,27.78,6.173,558,1,EW_green,1.0
839,839.0,2,10,54,0,7,205.0,832.0,0.0,254.0,1.855,0.002,27.78,6.173,557,1,EW_green,2.0
840,840.0,2,10,54,0,7,215.0,886.0,0.0,261.0,1.499,0.001,27.78,6.173,557,1,EW_green,3.0
841,841.0,2,12,54,0,7,227.0,940.0,0.0,268.0,1.143,0.001,25.845,6.173,557,1,EW_green,4.0
842,842.0,2,12,54,0,7,239.0,994.0,0.0,275.0,0.791,0.0,24.576,6.173,556,1,EW_green,5.0
843,843.0,2,12,54,0,7,251.0,1048.0,0.0,282.0,0.444,0.0,24.077,6.173,556,1,EW_green,6.0
844,844.0,2,12,54,0,7,263.0,1102.0,0.0,289.0,0.102,0.0,17.927,6.173,554,1,EW_green,7.0
845,845.0,2,12,54,0,7,275.0,1156.0,0.0,296.0,2.022,0.0,23.121,6.173,554,1,EW_green,8.0
846,846.0,2,12,54,0,7,287.0,1210.0,0.0,303.0,1.97,0.0,23.462,6.173,554,1,EW_green,9.0
847,847.0,2,12,54,0,7,299.0,1264.0,0.0,310.0,1.866,0.0,23.964,6.177,554,1,EW_green,10.0
848,848.0,2,13,54,0,7,312.0,1318.0,0.0,317.0,1.589,0.0,27.78,6.173,554,1,EW_green,11.0
849,849.0,2,13,54,0,7,325.0,1372.0,0.0,324.0,1.273,0.0,23.909,6.173,554,1,EW_green,12.0
850,850.0,2,13,54,0,7,338.0,1426.0,0.0,331.0,0.952,0.0,23.799,6.173,554,1,EW_green,13.0
851,851.0,2,13,54,0,7,351.0,1480.0,0.0,338.0,0.699,0.0,24.073,6.173,554,1,EW_green,14.0
852,852.0,2,13,54,0,7,364.0,1534.0,0.0,345.0,1.91,0.0,27.78,6.173,554,1,EW_green,15.0
853,853.0,2,13,54,0,7,377.0,1588.0,0.0,352.0,1.599,0.0,27.78,6.173,554,1,EW_green,16.0
854,854.0,3,13,54,0,7,390.0,1642.0,0.0,359.0,1.507,0.0,27.78,6.173,554,1,EW_green,0.0
855,855.0,2,14,54,0,7,404.0,1696.0,0.0,366.0,1.312,0.0,27.78,6.173,553,1,EW_green,1.0
856,856.0,2,14,54,0,7,418.0,1750.0,0.0,373.0,1.035,0.0,27.78,6.173,553,1,EW_green,2.0
857,857.0,2,14,54,0,7,432.0,1804.0,0.0,380.0,0.735,0.0,27.78,6.173,552,1,EW_green,3.0
858,858.0,2,14,54,0,7,446.0,1858.0,0.0,387.0,0.435,0.0,27.78,6.639,552,1,EW_green,4.0
859,859.0,2,14,54,0,7,460.0,1912.0,0.0,394.0,0.135,0.0,27.78,6.173,551,1,EW_green,5.0
860,860.0,2,14,54,0,7,474.0,1966.0,0.0,401.0,0.01,0.0,27.78,6.173,551,1,EW_green,6.0
861,861.0,2,15,54,0,7,489.0,2020.0,0.0,408.0,0.004,0.0,27.78,6.173,551,1,EW_green,7.0
862,862.0,2,15,54,0,7,504.0,2074.0,0.0,415.0,0.001,0.0,27.78,6.173,551,1,EW_green,8.0
863,863.0,2,15,54,0,7,519.0,2128.0,0.0,422.0,0.0,0.0,27.78,6.173,550,1,EW_green,9.0
864,864.0,3,15,54,0,7,534.0,2182.0,0.0,429.0,1.811,0.0,27.78,6.173,549,0,NS_green,10.0
865,865.0,3,15,54,0,7,549.0,2236.0,0.0,436.0,3.34,0.0,28.226,6.202,548,0,NS_green,10.0
866,866.0,3,15,54,0,7,564.0,2290.0,0.0,443.0,3.083,0.0,28.226,6.173,547,0,NS_green,10.0
867,867.0,3,15,54,0,7,579.0,2344.0,0.0,450.0,2.689,0.0,27.78,6.173,547,0,NS_green,10.0
868,868.0,4,15,54,0,6,594.0,2398.0,0.0,389.0,2.189,0.0,25.726,6.945,547,0,NS_green,10.0
869,869.0,4,15,54,0,4,609.0,2452.0,0.0,256.0,1.666,0.0,24.68,7.351,547,0,NS_green,10.0
870,864.0,2,15,54,0,2,624.0,2506.0,0.0,122.0,1.172,0.0,23.555,7.947,547,0,NS_green,0.0
871,871.0,0,12,51,0,2,461.0,2373.0,0.0,62.0,0.91,0.024,22.43,7.888,547,0,NS_green,1.0
872,872.0,0,9,48,0,1,316.0,2243.0,0.0,1.0,0.468,0.048,21.305,6.921,547,0,NS_green,2.0
873,873.0,0,8,47,0,1,202.0,2114.0,0.0,1.0,0.554,0.108,21.001,6.939,547,0,NS_green,3.0
874,874.0,0,6,45,1,3,113.0,1986.0,1.0,3.0,2.37,0.083,20.839,6.71,547,0,NS_green,4.0
875,875.0,0,4,41,1,5,66.0,1852.0,2.0,8.0,2.874,0.15,18.782,4.657,546,0,NS_green,5.0
876,876.0,0,2,39,1,7,17.0,1774.0,3.0,15.0,3.541,0.309,17.655,4.225,546,0,NS_green,6.0
877,877.0,0,1,35,1,7,1.0,1635.0,4.0,22.0,3.743,0.434,16.659,3.719,546,0,NS_green,7.0
878,878.0,0,0,32,1,7,0.0,1499.0,5.0,29.0,4.365,0.517,15.544,3.218,546,0,NS_green,8.0
879,879.0,0,0,30,1,7,0.0,1472.0,6.0,36.0,4.629,0.76,14.013,3.124,546,0,NS_green,9.0
880,880.0,1,0,27,2,7,0.0,1332.0,7.0,43.0,8.132,0.718,11.51,3.118,546,1,EW_green,10.0
881,881.0,2,0,24,0,5,0.0,1192.0,0.0,35.0,7.785,1.032,11.406,3.672,546,1,EW_green,10.0
882,882.0,2,0,22,1,5,0.0,1105.0,1.0,40.0,6.781,1.16,11.055,6.402,546,1,EW_green,10.0
883,883.0,2,1,20,1,6,1.0,1013.0,2.0,46.0,5.102,1.193,10.498,6.249,546,1,EW_green,10.0
884,884.0,2,2,21,2,6,3.0,924.0,4.0,51.0,3.424,1.357,10.686,6.199,546,1,EW_green,10.0
885,885.0,2,3,18,3,7,6.0,777.0,6.0,58.0,2.317,1.336,6.423,4.429,546,1,EW_green,10.0
886,880.0,0,4,16,3,7,10.0,737.0,9.0,65.0,1.399,1.294,5.89,4.039,546,1,EW_green,0.0
887,887.0,2,4,15,3,7,14.0,589.0,12.0,72.0,3.678,1.26,6.237,4.255,542,1,EW_green,1.0
888,888.0,2,6,16,4,7,20.0,442.0,16.0,79.0,3.348,1.299,5.905,6.173,542,1,EW_green,2.0
889,889.0,2,7,15,4,7,27.0,401.0,20.0,86.0,2.697,1.369,5.663,6.173,539,1,EW_green,3.0
890,890.0,2,7,13,4,6,34.0,249.0,24.0,78.0,4.712,1.353,5.571,6.407,538,1,EW_green,4.0
891,891.0,2,8,15,4,6,42.0,209.0,28.0,84.0,4.316,1.311,5.103,6.61,535,1,EW_green,5.0
892,892.0,2,8,16,5,7,50.0,168.0,33.0,91.0,3.485,1.289,4.676,6.173,534,1,EW_green,6.0
893,893.0,2,8,17,6,6,58.0,130.0,38.0,96.0,2.584,1.299,0.071,6.197,534,1,EW_green,7.0
894,894.0,2,8,19,6,7,66.0,94.0,43.0,103.0,1.781,1.276,1.908,6.173,532,1,EW_green,8.0
895,895.0,2,9,19,3,7,75.0,113.0,22.0,110.0,0.988,1.239,3.059,6.18,531,1,EW_green,9.0
896,896.0,2,9,22,1,7,84.0,135.0,9.0,117.0,0.536,1.089,7.428,6.173,530,1,EW_green,10.0
897,897.0,2,9,23,0,7,93.0,158.0,0.0,124.0,0.201,0.996,9.026,6.174,528,1,EW_green,11.0
898,898.0,3,9,25,0,7,102.0,183.0,0.0,131.0,0.033,0.98,8.695,6.173,528,1,EW_green,0.0
899,899.0,2,10,26,0,7,112.0,209.0,0.0,138.0,0.002,0.75,14.709,6.173,527,1,EW_green,1.0
900,900.0,2,10,30,0,7,122.0,239.0,0.0,145.0,0.001,0.657,17.516,6.173,526,1,EW_green,2.0
901,901.0,2,10,32,0,7,132.0,271.0,0.0,152.0,0.0,0.568,18.083,6.173,523,1,EW_green,3.0
902,902.0,2,10,33,0,7,142.0,302.0,0.0,159.0,0.0,0.401,21.799,6.173,521,1,EW_green,4.0
903,903.0,2,10,35,0,7,152.0,337.0,0.0,166.0,0.0,0.309,22.184,6.173,521,1,EW_green,5.0
904,904.0,3,10,37,0,7,162.0,374.0,0.0,173.0,0.0,0.235,21.859,6.173,520,1,EW_green,0.0
905,905.0,2,10,40,0,7,172.0,413.0,0.0,180.0,0.0,0.16,27.78,6.173,520,1,EW_green,1.0
906,906.0,2,10,41,0,7,182.0,453.0,0.0,187.0,0.0,0.146,27.78,6.173,519,1,EW_green,2.0
907,907.0,2,10,43,0,7,192.0,496.0,0.0,194.0,0.0,0.112,27.78,6.173,518,1,EW_green,3.0
908,908.0,2,10,45,0,7,202.0,541.0,0.0,201.0,2.405,0.072,27.78,6.173,518,1,EW_green,4.0
909,909.0,2,10,47,0,7,212.0,588.0,0.0,208.0,2.287,0.044,22.865,6.173,518,1,EW_green,5.0
910,910.0,2,10,50,0,7,222.0,638.0,0.0,215.0,2.017,0.021,23.398,6.173,518,1,EW_green,6.0
911,911.0,2,10,52,0,7,232.0,690.0,0.0,222.0,1.628,0.014,23.754,6.173,517,1,EW_green,7.0
912,912.0,2,10,53,0,7,242.0,743.0,0.0,229.0,3.596,0.007,24.33,6.173,517,1,EW_green,8.0
913,913.0,2,10,53,0,7,252.0,796.0,0.0,236.0,3.115,0.006,25.965,6.173,515,1,EW_green,9.0
914,914.0,3,10,54,0,7,262.0,850.0,0.0,243.0,2.733,0.003,24.84,6.173,514,2,turn_green,10.0
915,915.0,3,10,54,0,7,272.0,904.0,0.0,250.0,1.991,0.002,23.787,6.173,513,2,turn_green,10.0
916,916.0,3,10,54,0,7,282.0,958.0,0.0,257.0,3.444,0.001,27.78,6.173,513,2,turn_green,10.0
917,917.0,3,11,54,0,7,293.0,1012.0,0.0,264.0,3.055,0.0,27.78,4.63,513,2,turn_green,10.0
918,918.0,4,11,54,0,6,304.0,1066.0,0.0,226.0,2.459,0.0,27.78,3.184,512,2,turn_green,10.0
919,919.0,4,11,54,0,5,315.0,1120.0,0.0,188.0,1.881,0.0,27.78,2.525,512,2,turn_green,10.0
920,914.0,2,11,54,0,5,326.0,1174.0,0.0,193.0,2.828,0.0,25.75,1.725,512,2,turn_green,0.0
921,921.0,4,11,54,0,3,337.0,1228.0,0.0,103.0,2.308,0.0,23.589,0.841,512,2,turn_green,1.0
922,922.0,4,12,54,0,3,349.0,1282.0,0.0,68.0,3.218,0.0,22.102,0.639,511,2,turn_green,2.0
923,923.0,4,12,54,0,4,361.0,1336.0,0.0,72.0,2.71,0.0,20.302,0.961,511,2,turn_green,3.0
924,924.0,4,13,54,0,4,374.0,1390.0,0.0,76.0,2.385,0.0,18.148,0.754,511,2,turn_green,4.0
925,925.0,4,13,54,0,4,387.0,1444.0,0.0,40.0,2.01,0.0,16.271,1.246,511,2,turn_green,5.0
926,926.0,4,13,54,1,2,400.0,1498.0,1.0,7.0,1.51,0.0,15.114,1.181,510,2,turn_green,6.0
927,927.0,4,13,54,1,3,413.0,1552.0,2.0,10.0,2.676,0.0,11.289,1.296,510,2,turn_green,7.0
928,928.0,4,14,54,2,3,427.0,1606.0,4.0,13.0,2.336,0.0,10.974,2.208,509,2,turn_green,8.0
929,929.0,4,14,54,3,3,441.0,1660.0,7.0,16.0,2.086,0.0,11.367,2.149,508,2,turn_green,9.0
930,930.0,5,14,54,3,3,455.0,1714.0,10.0,19.0,1.586,0.0,10.942,2.863,507,0,NS_green,10.0
931,931.0,0,11,51,3,2,326.0,1628.0,13.0,17.0,1.371,0.016,10.86,2.817,507,0,NS_green,10.0
932,932.0,0,8,49,3,3,233.0,1543.0,16.0,20.0,1.325,0.07,9.571,1.041,506,0,NS_green,10.0
933,933.0,0,8,47,4,3,196.0,1460.0,20.0,23.0,1.502,0.18,6.479,1.753,506,0,NS_green,10.0
934,934.0,0,8,44,4,4,159.0,1374.0,24.0,27.0,1.228,0.21,7.616,0.472,504,0,NS_green,10.0
935,935.0,0,6,41,4,6,119.0,1284.0,28.0,33.0,1.615,0.301,6.372,0.074,504,0,NS_green,10.0
936,930.0,4,5,37,4,7,81.0,1191.0,32.0,40.0,1.735,0.513,5.254,0.015,503,0,NS_green,0.0
937,937.0,0,3,34,4,7,45.0,1098.0,36.0,47.0,6.234,0.56,5.407,0.002,503,0,NS_green,1.0
938,938.0,0,2,30,5,7,26.0,1004.0,41.0,54.0,7.101,0.813,4.447,0.001,503,0,NS_green,2.0
939,939.0,0,2,27,6,7,28.0,912.0,47.0,61.0,7.665,0.926,5.738,0.0,502,0,NS_green,3.0
940,940.0,0,1,25,6,7,13.0,858.0,53.0,68.0,8.054,1.217,2.089,0.0,501,0,NS_green,4.0
941,941.0,0,0,22,4,7,0.0,761.0,43.0,75.0,11.099,1.267,2.113,0.0,500,0,NS_green,5.0
942,942.0,0,0,20,4,7,0.0,661.0,47.0,82.0,11.654,1.631,2.21,0.0,500,0,NS_green,6.0
943,943.0,0,0,16,4,7,0.0,561.0,51.0,89.0,12.66,1.795,2.047,0.0,499,0,NS_green,7.0
944,944.0,0,0,16,6,7,0.0,540.0,57.0,96.0,13.978,2.326,0.991,0.0,499,0,NS_green,8.0
945,945.0,0,0,13,8,7,0.0,476.0,65.0,103.0,15.178,2.405,0.551,0.0,498,0,NS_green,9.0
946,946.0,1,0,11,8,7,0.0,407.0,73.0,110.0,16.453,2.701,0.213,0.0,496,1,EW_green,10.0
947,947.0,1,0,8,8,7,0.0,298.0,81.0,117.0,16.544,2.889,0.172,0.0,494,1,EW_green,10.0
948,948.0,2,0,5,4,5,0.0,187.0,35.0,73.0,16.008,3.329,0.299,0.216,492,1,EW_green,10.0
949,949.0,2,0,6,3,5,0.0,193.0,12.0,78.0,14.627,3.409,0.167,8.021,490,1,EW_green,10.0
950,950.0,2,0,2,3,5,0.0,78.0,9.0,83.0,13.372,3.475,7.065,7.514,487,1,EW_green,10.0
951,951.0,2,1,3,2,6,1.0,40.0,5.0,89.0,12.353,3.468,7.416,6.952,482,1,EW_green,10.0
952,946.0,0,1,3,1,6,2.0,4.0,3.0,95.0,11.672,3.396,7.62,6.951,480,1,EW_green,0.0
953,953.0,2,2,4,0,6,4.0,8.0,0.0,101.0,14.47,3.315,8.702,6.476,478,1,EW_green,1.0
954,954.0,2,2,6,0,6,6.0,14.0,0.0,107.0,14.119,3.186,9.567,6.945,475,1,EW_green,2.0
955,955.0,2,3,8,0,6,9.0,22.0,0.0,113.0,12.594,3.096,10.738,6.945,475,1,EW_green,3.0
956,956.0,2,3,9,0,6,12.0,31.0,0.0,119.0,11.118,2.897,12.902,6.945,473,1,EW_green,4.0
957,957.0,2,3,11,0,6,15.0,42.0,0.0,125.0,9.618,2.688,14.06,6.945,471,1,EW_green,5.0
958,958.0,2,3,14,0,6,18.0,56.0,0.0,131.0,8.16,2.37,14.935,6.945,470,1,EW_green,6.0
959,959.0,2,3,17,0,6,21.0,73.0,0.0,137.0,6.723,2.106,17.478,7.064,470,1,EW_green,7.0
960,960.0,2,4,17,0,6,25.0,90.0,0.0,143.0,5.424,2.142,18.946,6.575,469,1,EW_green,8.0
961,961.0,2,4,19,0,7,29.0,108.0,0.0,150.0,4.71,1.671,22.542,6.184,468,1,EW_green,9.0
962,962.0,2,5,20,0,7,34.0,128.0,0.0,157.0,4.638,1.393,27.78,5.783,468,1,EW_green,10.0
963,963.0,2,5,22,0,7,39.0,150.0,0.0,164.0,4.632,1.177,27.78,6.174,467,1,EW_green,11.0
964,964.0,2,3,24,0,7,31.0,174.0,0.0,171.0,0.722,0.956,27.78,6.173,466,1,EW_green,12.0
965,965.0,2,3,27,0,7,34.0,201.0,0.0,178.0,1.523,0.836,27.78,6.173,465,1,EW_green,13.0
966,966.0,2,3,28,0,7,37.0,229.0,0.0,185.0,5.09,0.845,27.78,4.965,464,1,EW_green,14.0
967,967.0,2,3,31,0,7,40.0,260.0,0.0,192.0,4.708,0.737,27.78,4.465,464,1,EW_green,15.0
968,968.0,2,4,33,1,7,44.0,293.0,0.0,199.0,7.246,0.527,11.093,6.173,463,1,EW_green,16.0
969,969.0,2,4,37,0,7,48.0,329.0,0.0,206.0,7.104,0.412,12.489,6.173,462,1,EW_green,17.0
970,970.0,2,5,37,0,7,53.0,366.0,0.0,213.0,6.351,0.312,13.953,6.173,459,1,EW_green,18.0
971,971.0,3,5,38,0,7,58.0,404.0,0.0,220.0,5.592,0.19,18.34,6.173,459,2,turn_green,19.0
972,972.0,4,5,40,0,6,63.0,444.0,0.0,186.0,4.429,0.132,17.986,6.945,457,2,turn_green,19.0
973,973.0,4,5,43,0,5,68.0,487.0,0.0,153.0,3.158,0.104,17.618,7.154,457,2,turn_green,19.0
974,974.0,4,5,45,0,5,73.0,532.0,0.0,158.0,5.262,0.173,16.122,7.349,456,2,turn_green,19.0
975,975.0,4,6,47,1,3,79.0,579.0,1.0,80.0,4.456,0.078,14.95,8.076,455,2,turn_green,19.0
976,976.0,4,6,48,1,1,85.0,627.0,2.0,16.0,3.927,0.048,13.961,8.388,452,2,turn_green,19.0
977,971.0,2,6,51,2,2,91.0,678.0,4.0,18.0,3.011,0.016,13.902,8.861,452,2,turn_green,0.0
978,978.0,4,7,52,2,3,98.0,730.0,6.0,21.0,2.432,0.012,13.896,9.868,450,2,turn_green,1.0
979,979.0,4,7,54,2,2,105.0,784.0,8.0,21.0,1.866,0.006,13.891,10.362,449,2,turn_green,2.0
980,980.0,4,7,53,2,1,112.0,836.0,10.0,20.0,1.302,0.004,13.89,9.655,447,2,turn_green,3.0
981,981.0,4,7,54,2,1,119.0,890.0,12.0,21.0,0.737,0.002,13.89,9.694,446,2,turn_green,4.0
982,982.0,4,7,54,2,1,126.0,944.0,14.0,22.0,0.175,0.001,13.89,8.634,446,2,turn_green,5.0
983,983.0,4,8,54,2,0,134.0,998.0,16.0,0.0,0.008,0.0,13.89,8.891,446,2,turn_green,6.0
984,984.0,4,7,54,2,1,140.0,1052.0,18.0,1.0,0.21,0.0,13.89,11.522,445,2,turn_green,7.0
985,985.0,5,7,54,2,2,147.0,1106.0,20.0,3.0,0.464,0.0,14.478,12.34,445,0,NS_green,0.0
986,986.0,0,4,51,2,2,74.0,1054.0,22.0,5.0,4.821,0.028,13.578,8.656,445,0,NS_green,1.0
987,987.0,0,3,48,2,1,34.0,1002.0,24.0,3.0,5.013,0.05,11.248,8.129,445,0,NS_green,2.0
988,988.0,0,3,47,2,1,17.0,952.0,26.0,4.0,5.227,0.11,9.709,9.35,443,0,NS_green,3.0
989,989.0,0,2,45,2,1,5.0,901.0,28.0,5.0,11.616,0.083,7.964,5.739,442,0,NS_green,4.0
990,990.0,0,2,44,3,2,7.0,850.0,31.0,7.0,8.408,0.163,7.007,5.421,442,0,NS_green,5.0
991,991.0,0,0,42,3,2,0.0,799.0,34.0,9.0,13.221,0.261,6.12,5.27,442,0,NS_green,6.0
992,992.0,0,0,41,3,3,0.0,809.0,37.0,12.0,14.153,0.297,5.579,8.169,440,0,NS_green,7.0
993,993.0,0,0,41,4,3,0.0,759.0,41.0,15.0,12.714,0.272,5.56,8.111,440,0,NS_green,8.0
994,994.0,0,0,40,4,5,0.0,710.0,45.0,20.0,12.562,0.27,5.557,7.95,440,0,NS_green,9.0
995,995.0,1,0,36,4,5,0.0,641.0,49.0,25.0,18.238,0.297,7.634,7.948,440,1,EW_green,10.0
996,996.0,1,0,34,4,5,0.0,604.0,53.0,30.0,18.661,0.357,6.884,7.938,439,1,EW_green,10.0
997,997.0,1,0,30,4,5,0.0,533.0,57.0,35.0,19.837,0.513,6.448,7.938,438,1,EW_green,10.0
998,998.0,1,1,28,4,5,1.0,491.0,61.0,40.0,17.822,0.574,5.715,7.937,438,1,EW_green,10.0
999,999.0,2,1,25,1,4,2.0,418.0,10.0,30.0,16.361,0.604,5.726,8.058,438,1,EW_green,10.0
